,workclass,education,age
28280, Private, 11th,17
28281, Private, 11th,35
28282, Private, HS-grad,26
28283, Private, HS-grad,35
28284, Private, HS-grad,25
28285, Self-emp-not-inc, Some-college,27
28286, Local-gov, Assoc-voc,52
28287, Self-emp-not-inc, Bachelors,43
28288, Private, Masters,36
28289, Private, HS-grad,37
28290, Private, HS-grad,58
28291, Private, Assoc-acdm,25
28292, Private, Masters,54
28293, ?, Some-college,42
28294, Self-emp-inc, Bachelors,65
28295, Private, HS-grad,44
28296, Private, 5th-6th,61
28297, Private, HS-grad,29
28298, Private, Some-college,34
28299, State-gov, Some-college,24
28300, Private, Assoc-acdm,40
28301, Self-emp-inc, Prof-school,42
28302, Private, HS-grad,50
28303, ?, HS-grad,18
28304, Private, HS-grad,49
28305, Private, HS-grad,38
28306, Private, HS-grad,41
28307, Self-emp-inc, Some-college,70
28308, Private, Some-college,51
28309, Private, Bachelors,24
28310, Self-emp-not-inc, HS-grad,57
28311, Private, Some-college,22
28312, Private, Some-college,31
28313, Private, Some-college,28
28314, Self-emp-not-inc, HS-grad,45
28315, Private, HS-grad,39
28316, Private, Some-college,26
28317, Private, HS-grad,38
28318, Self-emp-not-inc, Masters,38
28319, Private, HS-grad,19
28320, ?, HS-grad,36
28321, Private, HS-grad,30
28322, Private, Masters,28
28323, Private, 9th,53
28324, Private, Bachelors,32
28325, Self-emp-inc, Prof-school,57
28326, Private, Masters,47
28327, Private, Some-college,36
28328, Private, 11th,21
28329, State-gov, Bachelors,25
28330, Private, HS-grad,37
28331, Private, HS-grad,31
28332, Private, HS-grad,43
28333, Private, HS-grad,61
28334, Private, Some-college,56
28335, Private, Bachelors,35
28336, Private, 7th-8th,59
28337, Self-emp-not-inc, Some-college,44
28338, Private, Masters,47
28339, Private, Bachelors,44
28340, Private, Some-college,64
28341, Private, HS-grad,26
28342, Private, Bachelors,53
28343, Private, Bachelors,50
28344, ?, HS-grad,30
28345, Private, HS-grad,46
28346, Self-emp-inc, HS-grad,45
28347, Federal-gov, HS-grad,44
28348, Self-emp-inc, Some-college,59
28349, Self-emp-inc, Doctorate,65
28350, Private, HS-grad,23
28351, Private, Some-college,33
28352, Private, HS-grad,34
28353, Private, Assoc-voc,38
28354, Private, Bachelors,62
28355, Private, Some-college,21
28356, Private, HS-grad,41
28357, Private, HS-grad,35
28358, Local-gov, Some-college,62
28359, Private, HS-grad,53
28360, State-gov, Some-college,69
28361, Self-emp-not-inc, Some-college,19
28362, Private, Bachelors,47
28363, Self-emp-inc, Some-college,52
28364, Private, HS-grad,54
28365, ?, HS-grad,58
28366, Private, HS-grad,30
28367, Private, HS-grad,39
28368, Private, Bachelors,73
28369, Private, Bachelors,64
28370, Private, HS-grad,32
28371, Private, HS-grad,51
28372, Private, Bachelors,57
28373, Private, HS-grad,25
28374, Private, HS-grad,53
28375, Private, Some-college,39
28376, Private, HS-grad,49
28377, Local-gov, Bachelors,23
28378, Private, Bachelors,28
28379, Private, Masters,46
28380, Private, Some-college,40
28381, Private, HS-grad,24
28382, ?, HS-grad,20
28383, Private, 10th,50
28384, ?, Bachelors,24
28385, Private, HS-grad,35
28386, Local-gov, Bachelors,33
28387, Federal-gov, Bachelors,54
28388, Local-gov, HS-grad,35
28389, Local-gov, HS-grad,31
28390, Self-emp-inc, Some-college,47
28391, Private, HS-grad,48
28392, Local-gov, Assoc-voc,33
28393, Private, Bachelors,35
28394, ?, Some-college,20
28395, Private, Preschool,36
28396, Private, Bachelors,30
28397, Private, Some-college,39
28398, Private, Some-college,25
28399, Private, HS-grad,40
28400, Self-emp-inc, HS-grad,25
28401, Private, HS-grad,33
28402, Federal-gov, Some-college,53
28403, Private, 11th,18
28404, Private, HS-grad,41
28405, Private, Bachelors,25
28406, Self-emp-not-inc, 7th-8th,66
28407, Private, Some-college,53
28408, Private, HS-grad,27
28409, Private, HS-grad,28
28410, Private, HS-grad,23
28411, Self-emp-not-inc, 10th,29
28412, Private, Some-college,26
28413, Private, HS-grad,26
28414, Private, 9th,26
28415, Private, HS-grad,38
28416, Private, 5th-6th,36
28417, Private, Some-college,34
28418, Federal-gov, HS-grad,32
28419, Self-emp-not-inc, HS-grad,57
28420, Private, Some-college,31
28421, Private, Bachelors,38
28422, Private, HS-grad,39
28423, Private, HS-grad,35
28424, Private, 11th,18
28425, ?, Some-college,75
28426, Private, HS-grad,28
28427, Self-emp-not-inc, Masters,41
28428, Federal-gov, 9th,39
28429, Federal-gov, Some-college,31
28430, State-gov, HS-grad,38
28431, State-gov, Some-college,43
28432, Private, HS-grad,27
28433, Private, Masters,42
28434, Private, Bachelors,46
28435, Private, HS-grad,20
28436, Private, Some-college,42
28437, Private, HS-grad,69
28438, Federal-gov, Assoc-voc,47
28439, State-gov, HS-grad,49
28440, Private, Some-college,20
28441, Private, 5th-6th,52
28442, Private, 5th-6th,33
28443, Private, 11th,18
28444, Self-emp-not-inc, HS-grad,55
28445, Private, 7th-8th,61
28446, Federal-gov, Some-college,61
28447, Private, Bachelors,39
28448, Private, Some-college,30
28449, Private, HS-grad,61
28450, Private, Assoc-acdm,36
28451, Private, Some-college,34
28452, Private, Masters,53
28453, Private, Assoc-voc,38
28454, Private, Bachelors,46
28455, Local-gov, HS-grad,27
28456, Self-emp-not-inc, 11th,32
28457, Local-gov, Bachelors,60
28458, Private, Bachelors,23
28459, Private, Bachelors,29
28460, Private, HS-grad,22
28461, Private, HS-grad,25
28462, Private, Bachelors,29
28463, Federal-gov, HS-grad,90
28464, Local-gov, HS-grad,37
28465, Private, HS-grad,32
28466, Private, HS-grad,18
28467, Private, Some-college,35
28468, Private, 9th,50
28469, Private, HS-grad,54
28470, Private, Bachelors,43
28471, Self-emp-inc, HS-grad,28
28472, Private, 9th,51
28473, Private, Some-college,31
28474, Private, HS-grad,69
28475, Private, Bachelors,57
28476, ?, Some-college,71
28477, Private, 10th,28
28478, ?, 10th,28
28479, Private, HS-grad,25
28480, Self-emp-not-inc, Assoc-acdm,49
28481, Private, 9th,52
28482, Private, Bachelors,23
28483, Private, 5th-6th,32
28484, Private, Some-college,31
28485, Private, HS-grad,30
28486, Private, HS-grad,24
28487, Private, Assoc-acdm,45
28488, Private, HS-grad,30
28489, Private, Bachelors,52
28490, State-gov, HS-grad,42
28491, Private, HS-grad,49
28492, Private, HS-grad,20
28493, Private, Bachelors,25
28494, Private, 9th,41
28495, Private, HS-grad,55
28496, Self-emp-not-inc, Assoc-voc,31
28497, State-gov, Bachelors,25
28498, Private, HS-grad,32
28499, Federal-gov, Some-college,29
28500, Private, HS-grad,37
28501, Private, 7th-8th,52
28502, Private, Some-college,19
28503, ?, Some-college,21
28504, Private, Assoc-acdm,43
28505, State-gov, Some-college,39
28506, Self-emp-inc, Some-college,40
28507, Private, 1st-4th,54
28508, Private, Bachelors,35
28509, Private, Assoc-voc,34
28510, Private, Some-college,35
28511, Private, Doctorate,57
28512, Private, Bachelors,26
28513, Self-emp-not-inc, Bachelors,55
28514, Private, Bachelors,51
28515, Private, Assoc-acdm,35
28516, Private, HS-grad,31
28517, Private, 11th,17
28518, Private, HS-grad,38
28519, Federal-gov, Prof-school,39
28520, Private, HS-grad,29
28521, Private, Assoc-voc,39
28522, Private, Some-college,42
28523, Local-gov, Masters,46
28524, Private, 7th-8th,73
28525, Local-gov, Some-college,47
28526, Private, HS-grad,28
28527, Private, 10th,27
28528, Private, Prof-school,38
28529, Private, HS-grad,19
28530, Local-gov, Assoc-voc,60
28531, Private, Some-college,24
28532, Private, 11th,52
28533, Private, Bachelors,36
28534, Local-gov, Masters,26
28535, State-gov, Bachelors,28
28536, Self-emp-inc, Bachelors,38
28537, Private, Masters,47
28538, Private, Bachelors,50
28539, Private, HS-grad,27
28540, Private, Some-college,47
28541, Private, 10th,36
28542, Private, HS-grad,49
28543, ?, Some-college,68
28544, Private, HS-grad,63
28545, Private, HS-grad,36
28546, Private, Some-college,42
28547, Private, Masters,28
28548, ?, HS-grad,68
28549, Private, HS-grad,38
28550, Private, Bachelors,43
28551, Private, Some-college,49
28552, Private, HS-grad,59
28553, Private, Bachelors,25
28554, Private, Assoc-acdm,26
28555, Private, Some-college,59
28556, Private, Some-college,34
28557, Private, Masters,34
28558, Private, HS-grad,67
28559, Private, Assoc-voc,45
28560, Private, 7th-8th,64
28561, Private, Masters,51
28562, Private, Bachelors,31
28563, Self-emp-inc, Bachelors,42
28564, Private, 5th-6th,65
28565, Private, Some-college,23
28566, Private, Some-college,31
28567, Private, 10th,33
28568, Local-gov, 11th,17
28569, Private, Masters,63
28570, Private, HS-grad,48
28571, Local-gov, Assoc-acdm,45
28572, Private, 10th,17
28573, Local-gov, HS-grad,26
28574, Federal-gov, Some-college,38
28575, Private, HS-grad,29
28576, Private, Some-college,44
28577, Federal-gov, Masters,43
28578, State-gov, Bachelors,39
28579, Private, HS-grad,43
28580, Private, HS-grad,23
28581, Private, HS-grad,19
28582, Self-emp-not-inc, 9th,49
28583, Private, Some-college,52
28584, Private, HS-grad,32
28585, Private, Bachelors,38
28586, ?, 5th-6th,25
28587, Private, Some-college,44
28588, Private, 7th-8th,63
28589, Local-gov, HS-grad,42
28590, Private, Some-college,21
28591, Private, Some-college,32
28592, Self-emp-not-inc, HS-grad,24
28593, State-gov, HS-grad,50
28594, Self-emp-inc, Bachelors,26
28595, Private, HS-grad,35
28596, Private, Bachelors,31
28597, Private, 1st-4th,24
28598, Private, HS-grad,40
28599, Private, Bachelors,31
28600, Private, HS-grad,43
28601, Private, HS-grad,44
28602, Private, Bachelors,40
28603, ?, 5th-6th,75
28604, Local-gov, Some-college,52
28605, Self-emp-not-inc, 5th-6th,51
28606, State-gov, Bachelors,39
28607, Private, Assoc-acdm,40
28608, Self-emp-not-inc, Some-college,40
28609, Private, HS-grad,33
28610, Local-gov, Some-college,38
28611, Private, Assoc-voc,29
28612, Private, Some-college,37
28613, Private, HS-grad,37
28614, Private, HS-grad,19
28615, Local-gov, HS-grad,46
28616, Private, Assoc-acdm,46
28617, Private, Some-college,37
28618, Private, Some-college,34
28619, Private, Some-college,38
28620, Private, HS-grad,26
28621, Private, Bachelors,34
28622, Private, Bachelors,57
28623, Private, 11th,33
28624, Local-gov, Some-college,26
28625, Private, HS-grad,20
28626, Private, Bachelors,38
28627, Private, Some-college,61
28628, Self-emp-not-inc, Doctorate,36
28629, ?, HS-grad,61
28630, Private, Some-college,17
28631, Private, Some-college,40
28632, Private, 11th,18
28633, Private, Assoc-acdm,21
28634, Private, HS-grad,41
28635, Private, 11th,46
28636, Federal-gov, HS-grad,55
28637, Private, Assoc-acdm,27
28638, Private, HS-grad,39
28639, Private, HS-grad,36
28640, Private, Some-college,51
28641, Private, Bachelors,27
28642, Local-gov, Bachelors,30
28643, Private, HS-grad,42
28644, Private, Bachelors,23
28645, Private, Assoc-voc,56
28646, Self-emp-not-inc, Some-college,41
28647, Private, HS-grad,49
28648, Federal-gov, Assoc-voc,46
28649, Private, HS-grad,54
28650, Private, Some-college,38
28651, Self-emp-not-inc, Prof-school,45
28652, Self-emp-not-inc, Prof-school,50
28653, Private, Some-college,22
28654, Private, HS-grad,31
28655, Private, HS-grad,27
28656, Private, HS-grad,34
28657, Private, 11th,46
28658, Private, Bachelors,47
28659, State-gov, Assoc-voc,36
28660, Private, HS-grad,22
28661, Private, HS-grad,51
28662, Private, Some-college,43
28663, Private, Some-college,54
28664, Private, 9th,24
28665, Private, Prof-school,29
28666, State-gov, Some-college,40
28667, Private, 11th,18
28668, Private, Bachelors,31
28669, Private, Doctorate,57
28670, Private, Masters,32
28671, Private, Masters,48
28672, Private, Some-college,24
28673, Private, Assoc-acdm,24
28674, Private, Assoc-voc,24
28675, Local-gov, Bachelors,49
28676, Self-emp-not-inc, HS-grad,27
28677, Private, Some-college,37
28678, Private, Some-college,33
28679, Private, Some-college,19
28680, Private, Bachelors,45
28681, Local-gov, Masters,54
28682, Private, HS-grad,47
28683, Private, Some-college,22
28684, Private, HS-grad,20
28685, Private, 9th,36
28686, ?, HS-grad,49
28687, Self-emp-not-inc, 7th-8th,58
28688, ?, Some-college,20
28689, Self-emp-inc, Bachelors,34
28690, Private, Masters,36
28691, Local-gov, Bachelors,28
28692, Local-gov, Assoc-voc,38
28693, Private, 11th,32
28694, Self-emp-inc, HS-grad,35
28695, Self-emp-inc, Assoc-acdm,51
28696, Private, Some-college,33
28697, Private, Masters,71
28698, Private, Masters,48
28699, Self-emp-not-inc, HS-grad,53
28700, Private, Assoc-voc,40
28701, Self-emp-not-inc, HS-grad,64
28702, Federal-gov, HS-grad,42
28703, Private, HS-grad,25
28704, Private, Some-college,66
28705, Federal-gov, Masters,59
28706, Self-emp-not-inc, Some-college,42
28707, Private, HS-grad,24
28708, Private, HS-grad,19
28709, Private, Some-college,26
28710, Private, HS-grad,22
28711, Private, Some-college,33
28712, Private, 11th,63
28713, Private, Some-college,20
28714, Private, 5th-6th,33
28715, ?, 7th-8th,57
28716, Private, HS-grad,56
28717, Self-emp-not-inc, Assoc-voc,70
28718, Private, HS-grad,42
28719, Local-gov, Bachelors,25
28720, Private, Some-college,28
28721, Self-emp-not-inc, HS-grad,80
28722, Private, 10th,36
28723, Private, Masters,37
28724, Private, HS-grad,38
28725, State-gov, HS-grad,52
28726, Private, HS-grad,49
28727, Private, HS-grad,30
28728, Private, Some-college,36
28729, Self-emp-inc, Prof-school,70
28730, Private, Some-college,55
28731, Private, Bachelors,25
28732, Private, HS-grad,59
28733, Private, Some-college,22
28734, Local-gov, Assoc-acdm,41
28735, Private, HS-grad,62
28736, Private, HS-grad,54
28737, Private, HS-grad,38
28738, Private, HS-grad,52
28739, Private, 11th,36
28740, Self-emp-inc, HS-grad,74
28741, Self-emp-not-inc, 5th-6th,35
28742, Private, 12th,41
28743, Private, Assoc-voc,30
28744, Private, HS-grad,25
28745, Private, Some-college,35
28746, Private, Bachelors,38
28747, State-gov, Masters,34
28748, Private, Masters,48
28749, Self-emp-not-inc, 5th-6th,50
28750, Private, HS-grad,19
28751, Private, Some-college,51
28752, Private, Bachelors,39
28753, Private, 11th,20
28754, Private, 11th,17
28755, Private, Some-college,42
28756, Private, Some-college,25
28757, Private, HS-grad,36
28758, Private, Doctorate,65
28759, Self-emp-not-inc, Bachelors,32
28760, Self-emp-inc, Bachelors,33
28761, State-gov, Some-college,32
28762, Private, HS-grad,25
28763, Local-gov, Some-college,41
28764, Private, HS-grad,44
28765, Private, 10th,72
28766, Private, HS-grad,36
28767, Self-emp-not-inc, HS-grad,67
28768, Private, HS-grad,28
28769, Private, 11th,24
28770, Private, 7th-8th,17
28771, Self-emp-not-inc, Bachelors,32
28772, Private, 11th,67
28773, ?, Some-college,21
28774, Private, Masters,51
28775, Private, 1st-4th,32
28776, Private, Some-college,39
28777, Self-emp-not-inc, Some-college,18
28778, Self-emp-not-inc, Bachelors,50
28779, Private, 10th,24
28780, Local-gov, Some-college,21
28781, Private, Bachelors,24
28782, Private, Assoc-voc,34
28783, ?, 10th,68
28784, Self-emp-not-inc, 10th,49
28785, Private, HS-grad,50
28786, Private, Assoc-acdm,33
28787, Private, Some-college,18
28788, Private, Assoc-voc,45
28789, Private, HS-grad,20
28790, Self-emp-inc, Bachelors,46
28791, Local-gov, HS-grad,64
28792, Private, Doctorate,39
28793, Private, HS-grad,35
28794, Private, Some-college,21
28795, Private, Assoc-acdm,29
28796, State-gov, Bachelors,38
28797, Private, HS-grad,45
28798, Self-emp-not-inc, Masters,30
28799, Private, Some-college,41
28800, Private, HS-grad,37
28801, Private, Bachelors,45
28802, ?, HS-grad,20
28803, Self-emp-inc, HS-grad,45
28804, Federal-gov, HS-grad,20
28805, Self-emp-inc, Some-college,63
28806, Self-emp-not-inc, Some-college,35
28807, Private, Bachelors,24
28808, Private, Some-college,19
28809, Private, HS-grad,23
28810, Private, Bachelors,34
28811, ?, 11th,23
28812, Self-emp-not-inc, 5th-6th,36
28813, Private, HS-grad,46
28814, Local-gov, Bachelors,38
28815, Local-gov, 12th,55
28816, Private, Some-college,27
28817, Private, Some-college,48
28818, Private, HS-grad,35
28819, Private, Some-college,53
28820, Private, HS-grad,47
28821, Private, Some-college,50
28822, Private, Some-college,32
28823, Private, HS-grad,40
28824, Private, Some-college,41
28825, Federal-gov, Bachelors,47
28826, Private, Some-college,21
28827, Local-gov, Masters,45
28828, Private, 7th-8th,33
28829, Without-pay, Some-college,68
28830, Private, Prof-school,44
28831, Private, 10th,49
28832, Private, Doctorate,45
28833, Private, Some-college,41
28834, Private, 7th-8th,29
28835, Private, Some-college,46
28836, Private, HS-grad,19
28837, Private, 10th,56
28838, Self-emp-not-inc, HS-grad,55
28839, Private, HS-grad,29
28840, Private, HS-grad,21
28841, Private, HS-grad,38
28842, Private, 5th-6th,52
28843, Private, HS-grad,22
28844, Private, HS-grad,20
28845, Private, HS-grad,31
28846, Private, HS-grad,39
28847, Private, Some-college,55
28848, Private, Assoc-acdm,35
28849, ?, HS-grad,67
28850, Private, Bachelors,45
28851, Private, Masters,61
28852, Private, HS-grad,18
28853, State-gov, Bachelors,51
28854, Self-emp-not-inc, HS-grad,37
28855, ?, Some-college,21
28856, Private, Some-college,32
28857, Private, HS-grad,48
28858, Private, 7th-8th,62
28859, ?, Some-college,21
28860, Private, HS-grad,28
28861, Private, 10th,19
28862, Private, Some-college,20
28863, Private, Bachelors,41
28864, Private, Bachelors,29
28865, Private, Bachelors,47
28866, State-gov, Bachelors,43
28867, Private, Some-college,20
28868, Private, Bachelors,29
28869, Federal-gov, Bachelors,51
28870, Private, Assoc-voc,40
28871, Private, 5th-6th,26
28872, Private, Bachelors,30
28873, Private, HS-grad,36
28874, Local-gov, HS-grad,68
28875, Private, Some-college,42
28876, Private, HS-grad,41
28877, Private, Bachelors,43
